answered_on;choice_freedom;felt_like_i_had_to;trust_doing_stuff_well;uncertain_about_skills;connected_people_who_care;important_people_cold_distant;daily_stress_level;daily_stress_causes;daily_stress_cause_explanation;traffic_reason;traffic_location_open;covid_reason;expectation_tomorrow;interaction;citizen_id;panelkit_id;timestamp;fired;wave;study_day;campaign;day;week_day
2021-04-19 20:01:11.496000+02:00;Neutraal;Eerder wel;Eerder wel;Eerder niet;Eerder wel;Eerder niet;5;Werk of school;Dagelijkse stress;;;;6;EOD;email|6079a9d51febfddccc190f29;6e144f71-95dc-11ea-83ea-832802f41e4e;2021-04-19 20:02:57.331000+02:00;2021-04-19 20:00:21.794000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 20:00:43.713000+02:00;Helemaal niet;Eerder wel;Eerder wel;Eerder niet;Eerder niet;Neutraal;6;Sociaal (bv. familie, relatie, vrienden);Onduidelijke boodschappenlijst van de echtgenote, kinderen die heel druk waren na een dagje school. ;;;;5;EOD;email|6079a9e91febfddccc1d967a;8d151d91-836c-11eb-9dd4-cb04303e036e;2021-04-19 20:02:57.537000+02:00;2021-04-19 20:00:23.955000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 20:02:03.381000+02:00;Eerder wel;Eerder niet;Eerder wel;Eerder niet;Neutraal;Helemaal niet;2;Ik had geen stress;;;;;5;EOD;email|6079a9e51febfddccc1cc43d;145e7bd1-3470-11eb-9dd4-cb04303e036e;2021-04-19 20:03:10.743000+02:00;2021-04-19 20:00:23.675000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 20:01:01.240000+02:00;Eerder wel;Helemaal niet;Eerder wel;Helemaal niet;Eerder wel;Helemaal niet;8;Ik weet het niet;Niet meteen;;;;2;EOD;email|6075be3a1febfddccc1aba86;ec77bab1-87fc-11eb-9dd4-cb04303e036e;2021-04-19 20:03:15.984000+02:00;2021-04-19 20:00:16.530000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 20:01:53.422000+02:00;Eerder wel;Eerder wel;Eerder wel;Eerder niet;Neutraal;Eerder niet;4;Werk of school;;;;;4;EOD;email|6079a9f21febfddccc1fc2db;583da091-86f7-11eb-9dd4-cb04303e036e;2021-04-19 20:03:16.283000+02:00;2021-04-19 20:00:25.158000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 20:01:01.616000+02:00;Neutraal;Eerder niet;Neutraal;Eerder niet;Eerder niet;Eerder wel;6;Sociaal (bv. familie, relatie, vrienden);Ongerust over depressieve vriend;;;;4;EOD;email|6079a9f81febfddccc2101af;34a61d71-8331-11eb-9dd4-cb04303e036e;2021-04-19 20:03:19.393000+02:00;2021-04-19 20:00:26.514000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 20:02:00.636000+02:00;Eerder niet;Neutraal;Eerder wel;Eerder niet;Eerder wel;Eerder niet;7;Werk of school;Ik mlest veel evaluatiegesprekken doen, niet altijd goed nieuws brengen en dus een ganse werkdag binnen zitten. ;;;;6;EOD;email|5f9817dad950a870a4808afa;70678e41-95dc-11ea-83ea-832802f41e4e;2021-04-19 20:03:33.464000+02:00;2021-04-19 20:00:02.094000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 20:01:23.662000+02:00;Eerder niet;Eerder wel;Eerder wel;Eerder niet;Eerder wel;Eerder niet;7;Gezondheid (bv. pijn, moe, dokter);Dagje UZ is altijd wat stress + 1ste schooldag ;;;;8;EOD;email|6076e7b31febfddccc5aa8d4;00ed9991-0ad3-11ea-8e1b-412ab9868ba8;2021-04-19 20:03:57.427000+02:00;2021-04-19 20:00:20.541000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 20:00:47.311000+02:00;Neutraal;Eerder wel;Eerder wel;Helemaal niet;Neutraal;Helemaal niet;7;Werk of school;Hoge werkdruk;;;;5;EOD;email|6079a9da1febfddccc1a36f1;e1925433-349e-11e7-9c3f-a1afcff471b6;2021-04-19 20:03:57.463000+02:00;2021-04-19 20:00:22.424000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 20:02:51.708000+02:00;Eerder niet;Helemaal niet;Eerder wel;Eerder niet;Eerder wel;Helemaal niet;3;Werk of school;;;;;5;EOD;email|6079a9f91febfddccc217a9a;fbd361e1-3404-11eb-9dd4-cb04303e036e;2021-04-19 20:04:05.954000+02:00;2021-04-19 20:00:26.865000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 20:00:44.831000+02:00;Eerder wel;Eerder wel;Eerder wel;Eerder niet;Eerder wel;Eerder niet;6;Tijdsdruk of zich haasten;Minimale stress , maar af en toe beetje paniek omdat ik overmorgen een sollicitatiegesprek heb;;;;3;EOD;email|6079a9f81febfddccc212b37;c664f001-86f7-11eb-9dd4-cb04303e036e;2021-04-19 20:04:07.124000+02:00;2021-04-19 20:00:26.554000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 20:01:56.786000+02:00;Helemaal niet;Eerder wel;Eerder wel;Eerder niet;Eerder wel;Helemaal niet;8;Werk of school;Is voor mij een vrij normale dag tot nu toe;;;;8;EOD;email|6075be3f1febfddccc1bd5ed;bb3dfbc1-63a4-11eb-9dd4-cb04303e036e;2021-04-19 20:04:07.136000+02:00;2021-04-19 20:00:17.105000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 20:01:52.052000+02:00;Helemaal wel;Helemaal niet;Helemaal wel;Helemaal niet;Neutraal;Helemaal niet;2;Werk of school;;;;;2;EOD;email|6079a9ca1febfddccc16aab6;8e23dc31-e1f6-11e9-bee9-d1d3ec387d54;2021-04-19 20:04:10.602000+02:00;2021-04-19 20:00:20.893000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 20:04:59.265000+02:00;Eerder niet;Eerder wel;Helemaal wel;Helemaal niet;Eerder wel;Helemaal niet;3;Werk of school;;;;;2;EOD;email|6079a9c81febfddccc164a5f;6aadf2f1-95dc-11ea-83ea-832802f41e4e;2021-04-19 20:05:54.832000+02:00;2021-04-19 20:00:20.709000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 20:02:22.534000+02:00;Eerder niet;Neutraal;Eerder wel;Eerder wel;Helemaal wel;Helemaal niet;6;Technologie of digitalisering;'k Zou graag hebven dat alles eenvoudiger verliep en ik meer van de nieuwe technologie eenvoudig zelf kon oplossen.;;;;3;EOD;email|6079a9ea1febfddccc1dd126;f46f9731-8741-11eb-9dd4-cb04303e036e;2021-04-19 20:06:35.196000+02:00;2021-04-19 20:00:24.193000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 20:01:09.478000+02:00;Eerder wel;Helemaal niet;Eerder wel;Helemaal niet;Eerder wel;Eerder niet;3;Technologie of digitalisering;;;;;9;EOD;email|6075be521febfddccc2015cd;00783821-87d3-11eb-9dd4-cb04303e036e;2021-04-19 20:07:00.014000+02:00;2021-04-19 20:00:19.098000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 20:03:22.455000+02:00;Helemaal niet;Helemaal wel;Eerder niet;Eerder wel;Eerder niet;Neutraal;10;Onveiligheidsgevoel;Vechtscheiding ;;;;6;EOD;email|6079a9ea1febfddccc1df4da;bec25f81-86ee-11eb-9dd4-cb04303e036e;2021-04-19 20:07:12.722000+02:00;2021-04-19 20:00:24.260000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 20:02:28.742000+02:00;Eerder wel;Eerder niet;Eerder wel;Eerder niet;Eerder wel;Helemaal niet;7;Geluidsoverlast;Werken buren kloppen en boren. ;;;;3;EOD;email|6075be591febfddccc21bf0d;6ab78fe1-95dc-11ea-83ea-832802f41e4e;2021-04-19 20:10:28.545000+02:00;2021-04-19 20:00:19.471000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 20:08:57.292000+02:00;Helemaal wel;Helemaal niet;Helemaal wel;Helemaal niet;Helemaal wel;Helemaal niet;4;Werk of school;;;;;5;EOD;email|6079a9f71febfddccc20dda2;7095ca31-95dc-11ea-83ea-832802f41e4e;2021-04-19 20:10:44.823000+02:00;2021-04-19 20:00:25.767000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 20:07:31.789000+02:00;Helemaal wel;Helemaal niet;Helemaal wel;Helemaal niet;Helemaal wel;Helemaal niet;9;Ik had geen stress;Verkeerd geantwoord maar kan het niet wijzigen;;;;6;EOD;email|6079a9e61febfddccc1d034e;fcf7a741-0ad2-11ea-8e1b-412ab9868ba8;2021-04-19 20:11:17.279000+02:00;2021-04-19 20:00:23.850000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 20:10:14.247000+02:00;Eerder wel;Eerder niet;Eerder wel;Eerder niet;Eerder wel;Helemaal niet;2;Coronavirus en maatregelen;;;;"['Angst om zelf besmet te worden' 'Angst om anderen te besmetten'
 'Gebrek aan keuze en vrijheid']";2;EOD;email|6079a9e91febfddccc1db33e;e109c411-8b45-11eb-9dd4-cb04303e036e;2021-04-19 20:11:51.909000+02:00;2021-04-19 20:00:24.080000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 20:06:26.761000+02:00;Neutraal;Eerder wel;Eerder wel;Eerder niet;Eerder niet;Eerder wel;5;Sociaal (bv. familie, relatie, vrienden);Ik voel me gebruikt en eenzaam. Ik mis menselijke warmte.;;;;6;EOD;email|6079a9dc1febfddccc1abc56;7ada4971-870e-11eb-9dd4-cb04303e036e;2021-04-19 20:12:12.658000+02:00;2021-04-19 20:00:22.891000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 20:12:06.759000+02:00;Eerder niet;Neutraal;Eerder wel;Eerder niet;Eerder wel;Eerder niet;8;Tijdsdruk of zich haasten;Belangrijke deadline vanavond;;;;3;EOD;email|6079a9f21febfddccc1fa1f8;6cb75781-95dc-11ea-83ea-832802f41e4e;2021-04-19 20:13:44.671000+02:00;2021-04-19 20:00:25.094000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 20:07:59.468000+02:00;Eerder niet;Eerder wel;Neutraal;Eerder wel;Eerder wel;Helemaal niet;7;Werk of school;/;;;;5;EOD;email|6079aa031febfddccc23d4cc;62442be1-8d5a-11eb-9dd4-cb04303e036e;2021-04-19 20:14:13.335000+02:00;2021-04-19 20:00:27.482000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 20:08:06.752000+02:00;Eerder niet;Neutraal;Eerder wel;Eerder niet;Helemaal wel;Helemaal niet;7;Woonsituatie en omgeving;Stress door werk + teleurstelling door de annulatie van een afspraak voor de bezichtiging van een huis dat een kans kon zijn om stiller te wonen in de nabijheid van onze huidige woning.;;;;6;EOD;email|6079a9c71febfddccc1615b6;678032a1-95dc-11ea-83ea-832802f41e4e;2021-04-19 20:14:17.822000+02:00;2021-04-19 20:00:20.563000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 20:13:31.613000+02:00;Eerder wel;Eerder niet;Helemaal wel;Helemaal niet;Helemaal wel;Helemaal niet;2;Ik had geen stress;;;;;3;EOD;email|6075be5d1febfddccc22b6be;6be58891-95dc-11ea-83ea-832802f41e4e;2021-04-19 20:14:45.857000+02:00;2021-04-19 20:00:20.508000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 20:12:12.094000+02:00;Neutraal;Eerder wel;Neutraal;Eerder wel;Helemaal wel;Eerder niet;6;Gezondheid (bv. pijn, moe, dokter);Pijn in arm;;;;6;EOD;email|6079a9d41febfddccc18ebea;893b82a1-895b-11eb-9dd4-cb04303e036e;2021-04-19 20:15:26.525000+02:00;2021-04-19 20:00:21.600000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 20:13:32.189000+02:00;Eerder wel;Eerder niet;Eerder wel;Helemaal niet;Neutraal;Helemaal niet;8;Werk of school;Dingen die niet werkten zoals het moest.;;;;6;EOD;email|6079a9ef1febfddccc1f0e0b;2515ab01-8953-11eb-9dd4-cb04303e036e;2021-04-19 20:15:39.965000+02:00;2021-04-19 20:00:25.099000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 20:15:28.818000+02:00;Eerder wel;Neutraal;Eerder wel;Neutraal;Helemaal wel;Helemaal niet;4;Werk of school;;;;;8;EOD;email|6079a9ee1febfddccc1eabc8;cfcea841-883a-11eb-9dd4-cb04303e036e;2021-04-19 20:16:57.903000+02:00;2021-04-19 20:00:24.454000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 20:16:15.134000+02:00;Neutraal;Eerder wel;Neutraal;Helemaal niet;Helemaal wel;Helemaal niet;6;Werk of school;Aanhoudende druk op het werk;;;;6;EOD;email|6075be471febfddccc1da786;7e5bb151-87b9-11eb-9dd4-cb04303e036e;2021-04-19 20:18:03.817000+02:00;2021-04-19 20:00:17.876000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 20:17:09.406000+02:00;Eerder wel;Eerder niet;Eerder wel;Helemaal niet;Helemaal wel;Eerder niet;2;Ik had geen stress;;;;;3;EOD;email|6079a9e11febfddccc1bbb2c;c9691701-86f1-11eb-9dd4-cb04303e036e;2021-04-19 20:18:14.729000+02:00;2021-04-19 20:00:23.529000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 20:14:20.277000+02:00;Eerder niet;Neutraal;Eerder wel;Neutraal;Helemaal niet;Eerder wel;6;Woonsituatie en omgeving;Vandaag niet zo heel veel stress ervaren.  Eerder chronisch stress ten gevolge van gezondheid, met weerslag op financieel/woonsituatie en omgeving/functioneringsniveau;;;;7;EOD;email|6079a9d51febfddccc193346;b1640211-895c-11eb-9dd4-cb04303e036e;2021-04-19 20:18:15.648000+02:00;2021-04-19 20:00:22.117000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 20:18:19.420000+02:00;Eerder wel;Eerder niet;Eerder wel;Eerder niet;Eerder wel;Eerder niet;8;Werk of school;Nee;;;;4;EOD;email|6079a9cc1febfddccc172b04;492d1e71-80e2-11eb-9dd4-cb04303e036e;2021-04-19 20:19:53.899000+02:00;2021-04-19 20:00:21.044000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 20:21:42.879000+02:00;Eerder wel;Neutraal;Eerder wel;Eerder niet;Eerder niet;Neutraal;3;Werk of school;;;;;1;EOD;email|6079a9f41febfddccc200698;e5244201-8e3d-11eb-9dd4-cb04303e036e;2021-04-19 20:22:57.266000+02:00;2021-04-19 20:00:25.391000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 20:22:10.971000+02:00;Eerder wel;Eerder niet;Neutraal;Eerder niet;Eerder wel;Helemaal niet;2;Werk of school;;;;;2;EOD;email|6079a9df1febfddccc1b7761;dd7cfe31-88b0-11eb-9dd4-cb04303e036e;2021-04-19 20:30:14.583000+02:00;2021-04-19 20:00:23.435000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 20:28:22.988000+02:00;Eerder niet;Eerder wel;Neutraal;Eerder niet;Eerder wel;Helemaal niet;9;Tijdsdruk of zich haasten;Constante werkstress.;;;;8;EOD;email|6079a9c91febfddccc166a7d;c2b2b731-919c-11eb-9dd4-cb04303e036e;2021-04-19 20:30:28.819000+02:00;2021-04-19 20:00:20.814000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 20:30:01.568000+02:00;Eerder niet;Helemaal niet;Eerder wel;Eerder niet;Eerder niet;Eerder niet;6;Geluidsoverlast;"Veel straatlawaai.
Racende auto s en knalpotten.
Rochelende buurman";;;;9;EOD;email|6079a9e11febfddccc1bea61;e104fe51-90c5-11eb-9dd4-cb04303e036e;2021-04-19 20:31:27.669000+02:00;2021-04-19 20:00:23.532000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 20:31:06.985000+02:00;Eerder wel;Eerder niet;Helemaal wel;Helemaal niet;Helemaal wel;Helemaal niet;5;Werk of school;Normale dagelijkse werkdag;;;;8;EOD;email|6079a9ef1febfddccc1eed93;85ac1d91-889b-11eb-9dd4-cb04303e036e;2021-04-19 20:33:04.197000+02:00;2021-04-19 20:00:24.834000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 20:32:49.620000+02:00;Eerder niet;Neutraal;Neutraal;Eerder niet;Eerder wel;Helemaal niet;4;Tijdsdruk of zich haasten;;;;;3;EOD;email|6079aa011febfddccc235dca;6c22dfb1-95dc-11ea-83ea-832802f41e4e;2021-04-19 20:33:59.035000+02:00;2021-04-19 20:00:27.107000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 20:35:38.550000+02:00;Eerder niet;Eerder niet;Eerder niet;Eerder wel;Eerder wel;Eerder niet;4;Gezondheid (bv. pijn, moe, dokter);;;;;3;EOD;email|6075be4c1febfddccc1ec6da;09c3bfc1-8702-11eb-9dd4-cb04303e036e;2021-04-19 20:36:47.524000+02:00;2021-04-19 20:00:18.055000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 20:36:04.429000+02:00;Eerder wel;Eerder niet;Eerder wel;Eerder niet;Helemaal wel;Helemaal niet;3;Sociaal (bv. familie, relatie, vrienden);;;;;4;EOD;email|6075be2f1febfddccc18132e;07120a01-2fde-11eb-9dd4-cb04303e036e;2021-04-19 20:37:57.049000+02:00;2021-04-19 20:00:15.417000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 20:38:33.517000+02:00;Eerder wel;Eerder niet;Eerder wel;Helemaal niet;Helemaal wel;Helemaal niet;2;Werk of school;;;;;1;EOD;email|6075be461febfddccc1d87e3;8f236f01-895d-11eb-9dd4-cb04303e036e;2021-04-19 20:39:52.576000+02:00;2021-04-19 20:00:17.724000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 20:31:46.425000+02:00;Eerder wel;Neutraal;Helemaal wel;Helemaal niet;Eerder wel;Helemaal niet;5;Geld of financieel;Beslissing nemen over de aankoop van vastgoed.;;;;5;EOD;email|6079a9db1febfddccc1a7ad5;38c2c300-349c-11e7-9c3f-a1afcff471b6;2021-04-19 20:39:54.861000+02:00;2021-04-19 20:00:22.633000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 20:42:33.882000+02:00;Helemaal wel;Eerder niet;Eerder wel;Eerder wel;Helemaal wel;Eerder niet;3;Geld of financieel;;;;;5;EOD;email|6079a9d71febfddccc197d7a;cb37a3e1-80fb-11eb-9dd4-cb04303e036e;2021-04-19 20:43:21.709000+02:00;2021-04-19 20:00:22.189000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 20:43:10.852000+02:00;Helemaal wel;Helemaal niet;Eerder wel;Eerder niet;Eerder wel;Helemaal niet;6;Anders;Hond uitlaten was vandaag eerder stressvol, ze reageerde fel op andere honden en luisterde minder goed dan anders.;;;;4;EOD;email|6079aa021febfddccc238208;fdbd6491-5a85-11eb-9dd4-cb04303e036e;2021-04-19 20:47:04.481000+02:00;2021-04-19 20:00:27.159000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 20:51:27.145000+02:00;Eerder wel;Neutraal;Neutraal;Eerder niet;Eerder wel;Eerder niet;4;Werk of school;;;;;5;EOD;email|6075be5a1febfddccc2202a4;b389d761-8e82-11eb-9dd4-cb04303e036e;2021-04-19 20:52:44.912000+02:00;2021-04-19 20:00:19.890000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 20:53:19.295000+02:00;Helemaal wel;Helemaal niet;Eerder wel;Eerder niet;Neutraal;Helemaal niet;2;Ik had geen stress;;;;;3;EOD;email|6079a9d41febfddccc18ca39;7e109eb1-88a2-11eb-9dd4-cb04303e036e;2021-04-19 20:54:58.896000+02:00;2021-04-19 20:00:21.411000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 20:56:41.672000+02:00;Eerder wel;Eerder niet;Eerder niet;Eerder wel;Eerder niet;Eerder wel;6;Werk of school;Niet productief en binnenkort deadline ;;;;5;EOD;email|6075be421febfddccc1c9634;6d40d2d1-95dc-11ea-83ea-832802f41e4e;2021-04-19 20:57:49.683000+02:00;2021-04-19 20:00:17.428000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 20:01:26.861000+02:00;Eerder wel;Eerder niet;Eerder wel;Eerder niet;Eerder wel;Helemaal niet;8;Werk of school;Weinig stress ;;;;2;EOD;email|6079a9fc1febfddccc221d16;6ce9b221-95dc-11ea-83ea-832802f41e4e;2021-04-19 20:59:25.964000+02:00;2021-04-19 20:00:26.984000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 21:00:13.077000+02:00;Eerder niet;Eerder wel;Eerder niet;Eerder wel;Eerder wel;Eerder niet;8;Werk of school;Stresserende dag op het werk waarbij niets wou lukken;;;;7;EOD;email|6079a9fe1febfddccc22a036;13afa5c1-8ee7-11eb-9dd4-cb04303e036e;2021-04-19 21:04:51.065000+02:00;2021-04-19 20:00:27.099000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 21:17:42.343000+02:00;Neutraal;Eerder wel;Helemaal wel;Eerder niet;Neutraal;Neutraal;5;Werk of school;Als ik aan het werk ben, ben ik vaak ietwat gestresseerd;;;;6;EOD;email|6075be491febfddccc1e0c8e;69ceb7e1-855d-11eb-9dd4-cb04303e036e;2021-04-19 21:20:26.313000+02:00;2021-04-19 20:00:17.996000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 21:20:56.327000+02:00;Neutraal;Eerder wel;Eerder wel;Neutraal;Eerder niet;Helemaal niet;8;Werk of school;Werkdruk;;;;8;EOD;email|6079a9f91febfddccc21543a;62339cc1-890a-11eb-9dd4-cb04303e036e;2021-04-19 21:21:47.594000+02:00;2021-04-19 20:00:26.884000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 21:23:50.991000+02:00;Eerder wel;Eerder niet;Helemaal wel;Helemaal niet;Eerder wel;Eerder niet;2;Ik had geen stress;;;;;2;EOD;email|6079aa011febfddccc233bae;d30bc311-349e-11e7-9c3f-a1afcff471b6;2021-04-19 21:25:22.938000+02:00;2021-04-19 20:00:27.085000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 21:27:32.605000+02:00;Neutraal;Neutraal;Eerder wel;Eerder niet;Eerder wel;Eerder niet;6;Werk of school;Lastige dag op het werk;;;;4;EOD;email|6075be391febfddccc1a799f;acba5ab1-86ec-11eb-9dd4-cb04303e036e;2021-04-19 21:28:18.078000+02:00;2021-04-19 20:00:16.396000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 21:28:52.911000+02:00;Eerder niet;Helemaal wel;Neutraal;Eerder wel;Helemaal wel;Helemaal niet;7;Werk of school;Project deadline;;;;3;EOD;email|6075be3b1febfddccc1adbac;2d4ddfd1-876f-11eb-9dd4-cb04303e036e;2021-04-19 21:30:09.394000+02:00;2021-04-19 20:00:16.621000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 21:32:32.735000+02:00;Neutraal;Eerder wel;Eerder wel;Eerder niet;Helemaal wel;Helemaal niet;7;Ondersteuning van iemand met (mantel)zorg;Maandag = chemodag (echtgenote) ;;;;6;EOD;email|6075be301febfddccc185b3c;b0c26fb1-349a-11e7-9c3f-a1afcff471b6;2021-04-19 21:35:42.929000+02:00;2021-04-19 20:00:15.530000+02:00;w3;1;1;Maandag;Weekdag
2021-04-19 21:43:22.590000+02:00;Eerder wel;Eerder niet;Eerder wel;Helemaal niet;Eerder wel;Helemaal niet;1;Ik had geen stress;;;;;1;EOD;email|6079a9d71febfddccc199db7;5ed31251-8a2b-11eb-9dd4-cb04303e036e;2021-04-19 21:45:13.857000+02:00;2021-04-19 20:00:22.282000+02:00;w3;1;1;Maandag;Weekdag
